Time[s], SS
0.000000000000000, 0
0.000394458333333, 1
0.000511458333333, 0
0.000511875000000, 1
0.000511916666667, 0
0.000599791666667, 1
0.001127333333333, 0
0.001127458333333, 1
0.001127500000000, 0
0.001127666666667, 1
0.001127833333333, 0
0.001215875000000, 1
0.001332958333333, 0
0.001333500000000, 1
0.001333541666667, 0
0.002345333333333, 1
0.002462458333333, 0
0.002550708333333, 1
0.003386708333333, 0
0.003474791666667, 1
0.003592041666667, 0
0.003680125000000, 1
0.003797208333333, 0
0.003797416666667, 1
0.003797500000000, 0
0.003988166666667, 1
0.004105291666667, 0
0.004105333333333, 1
0.004105416666667, 0
0.004105458333333, 1
0.004105500000000, 0
0.004105541666667, 1
0.004105625000000, 0
0.004193541666667, 1
0.004412208333333, 0
0.004412250000000, 1
0.004413041666667, 0
0.005425666666667, 1
0.005644083333333, 0
0.005644125000000, 1
0.005645166666667, 0
0.005645250000000, 1
0.005645375000000, 0
0.005645541666667, 1
0.005645625000000, 0
0.005645833333333, 1
0.005645875000000, 0
0.006349750000000, 1
0.006466875000000, 0
0.006467166666667, 1
0.006467208333333, 0
0.006555125000000, 1
0.007082958333333, 0
0.007083250000000, 1
0.007083333333333, 0
0.007171208333333, 1
0.007287916666667, 0
0.007288041666667, 1
0.007288083333333, 0
0.007288125000000, 1
0.007288166666667, 0
0.008300666666667, 1
0.008417333333333, 0
0.008417416666667, 1
0.008417625000000, 0
0.008417708333333, 1
0.008417750000000, 0
0.008418541666667, 1
0.008418583333333, 0
0.008418791666667, 1
0.008418833333333, 0
0.008506041666667, 1
0.009341500000000, 0
0.009341625000000, 1
0.009341791666667, 0
0.009341875000000, 1
0.009341958333333, 0
0.009430125000000, 1
0.009547000000000, 0
0.009635500000000, 1
0.009752541666667, 0
0.009943541666667, 1
0.010059208333333, 0
0.010059250000000, 1
0.010060208333333, 0
0.010148875000000, 1
0.010368125000000, 0
0.010368208333333, 1
0.010368458333333, 0
0.010368583333333, 1
0.010368625000000, 0
0.011483666666667, 1
0.011703291666667, 0
0.012407791666667, 1
0.012524250000000, 0
0.012524291666667, 1
