Time[s], 
0.000000000000000, 1
0.000085875000000, 0
0.001515666666667, 1
0.002550166666667, 0
0.002645125000000, 1
0.003577000000000, 0
0.004596041666667, 1
0.004706375000000, 0
0.005520166666667, 1
0.005630333333333, 0
0.005725541666667, 1
0.005835833333333, 0
0.005930875000000, 1
0.006041250000000, 0
0.007471041666667, 1
0.008505583333333, 0
0.008600541666667, 1
0.009532250000000, 0
0.010551458333333, 1
0.010661791666667, 0
0.011475541666667, 1
0.011585750000000, 0
0.011680916666667, 1
0.011791333333333, 0
0.011886250000000, 1
0.011996583333333, 0
0.013426458333333, 1
0.014460916666667, 0
0.014555958333333, 1
0.015487708333333, 0
0.016506833333333, 1
0.016617208333333, 0
0.017430916666667, 1
0.017541208333333, 0
0.017636291666667, 1
0.017746708333333, 0
0.017841625000000, 1
0.017951958333333, 0
0.019484500000000, 1
0.020518958333333, 0
0.020613916666667, 1
0.021545791666667, 0
0.022462208333333, 1
0.022572541666667, 0
0.023386333333333, 1
0.023496625000000, 0
0.023591666666667, 1
0.023701916666667, 0
0.023797000000000, 1
0.023907333333333, 0
0.025439875000000, 1
0.026474375000000, 0
0.026569333333333, 1
0.027501083333333, 0
0.028520208333333, 1
0.028630541666667, 0
0.029444375000000, 1
0.029554625000000, 0
0.029649708333333, 1
0.029760125000000, 0
0.029855083333333, 1
0.029965416666667, 0
0.031395250000000, 1
0.032429666666667, 0
0.032524625000000, 1
0.033456583333333, 0
0.034475583333333, 1
0.034585916666667, 0
0.035399750000000, 1
0.035510041666667, 0
0.035605083333333, 1
0.035715333333333, 0
0.035810458333333, 1
0.035920750000000, 0
0.037350625000000, 1
0.038385083333333, 0
0.038480083333333, 1
0.039411916666667, 0
0.040431041666667, 1
0.040541375000000, 0
0.041355125000000, 1
0.041465375000000, 0
0.041560458333333, 1
0.041670875000000, 0
0.041765833333333, 1
0.041876083333333, 0
0.043306000000000, 1
0.044340416666667, 0
0.044435458333333, 1
0.045367083333333, 0
0.046386375000000, 1
0.046496625000000, 0
0.047310458333333, 1
0.047420833333333, 0
0.047515833333333, 1
0.047626166666667, 0
0.047721208333333, 1
0.047831583333333, 0
0.049261333333333, 1
0.050295750000000, 0
0.050390833333333, 1
0.051322750000000, 0
0.052341750000000, 1
0.052452166666667, 0
0.053265791666667, 1
0.053376208333333, 0
0.053471208333333, 1
0.053581583333333, 0
0.053676541666667, 1
0.053786875000000, 0
0.055216791666667, 1
0.056251208333333, 0
0.056346208333333, 1
0.057277875000000, 0
0.058297041666667, 1
0.058407500000000, 0
0.059221250000000, 1
0.059331500000000, 0
0.059426583333333, 1
0.059537000000000, 0
0.059632000000000, 1
0.059742333333333, 0
0.061172166666667, 1
0.062206583333333, 0
0.062301625000000, 1
0.063233458333333, 0
0.064252500000000, 1
0.064362875000000, 0
0.065176625000000, 1
0.065286916666667, 0
0.065381916666667, 1
0.065492375000000, 0
0.065587375000000, 1
0.065697666666667, 0
0.067230208333333, 1
0.068264666666667, 0
0.068359666666667, 1
0.069291458333333, 0
0.070207875000000, 1
0.070318250000000, 0
0.071132000000000, 1
0.071242333333333, 0
0.071337333333333, 1
0.071447625000000, 0
0.071542708333333, 1
0.071653125000000, 0
0.073185541666667, 1
0.074220000000000, 0
0.074315041666667, 1
0.075246791666667, 0
0.076265916666667, 1
0.076376333333333, 0
0.077190041666667, 1
0.077300416666667, 0
0.077395375000000, 1
0.077505708333333, 0
0.077600750000000, 1
0.077711166666667, 0
0.079140916666667, 1
0.080175416666667, 0
0.080270416666667, 1
0.081202166666667, 0
0.082221291666667, 1
0.082331583333333, 0
0.083145416666667, 1
0.083255500000000, 0
0.083350750000000, 1
0.083461166666667, 0
0.083556166666667, 1
0.083666416666667, 0
0.085096333333333, 1
0.086130708333333, 0
0.086225791666667, 1
0.087157500000000, 0
0.088176666666667, 1
0.088287041666667, 0
0.089100791666667, 1
0.089211166666667, 0
0.089306166666667, 1
0.089416500000000, 0
0.089511500000000, 1
0.089621916666667, 0
0.091051583333333, 1
0.092086208333333, 0
0.092181166666667, 1
0.093113125000000, 0
0.094132041666667, 1
0.094242333333333, 0
0.095056166666667, 1
0.095166458333333, 0
0.095261541666667, 1
0.095371833333333, 0
0.095466875000000, 1
0.095577208333333, 0
0.097007083333333, 1
0.098041541666667, 0
0.098136541666667, 1
0.099068333333333, 0
0.100087416666667, 1
0.100197791666667, 0
0.101011583333333, 1
0.101121916666667, 0
0.101216875000000, 1
0.101327208333333, 0
0.101422291666667, 1
0.101532666666667, 0
0.102962458333333, 1
0.103996958333333, 0
0.104091916666667, 1
0.105023791666667, 0
0.106042791666667, 1
0.106153208333333, 0
0.106966916666667, 1
0.107077291666667, 0
0.107172291666667, 1
0.107282541666667, 0
0.107377625000000, 1
0.107487916666667, 0
0.108917833333333, 1
0.109952291666667, 0
0.110047291666667, 1
0.110979041666667, 0
0.111998166666667, 1
0.112108541666667, 0
0.112922333333333, 1
0.113032625000000, 0
0.113127625000000, 1
0.113238083333333, 0
0.113333000000000, 1
0.113443416666667, 0
0.114975875000000, 1
0.116010333333333, 0
0.116105333333333, 1
0.117037208333333, 0
0.117953541666667, 1
0.118063833333333, 0
0.118877666666667, 1
0.118988125000000, 0
0.119083041666667, 1
0.119193375000000, 0
0.119288375000000, 1
0.119398750000000, 0
0.120931291666667, 1
0.121965666666667, 0
0.122060708333333, 1
0.122992541666667, 0
0.124011625000000, 1
0.124121916666667, 0
0.124935708333333, 1
0.125045916666667, 0
0.125141083333333, 1
0.125251375000000, 0
0.125346458333333, 1
0.125456791666667, 0
0.126886625000000, 1
0.127921125000000, 0
0.128016083333333, 1
0.128947916666667, 0
0.129967000000000, 1
0.130077333333333, 0
0.130891166666667, 1
0.131001375000000, 0
0.131096458333333, 1
0.131206833333333, 0
0.131301833333333, 1
0.131412041666667, 0
0.132842000000000, 1
