Time[s], SS
0.000000000000000, 0
0.896089916666667, 1
0.896089958333333, 0
0.896090000000000, 1
0.896090083333333, 0
0.896090125000000, 1
0.896090250000000, 0
0.896090291666667, 1
0.896090333333333, 0
0.896090666666667, 1
0.896090833333333, 0
0.896091208333333, 1
0.896091250000000, 0
0.896091333333333, 1
0.896091375000000, 0
0.896091416666667, 1
0.896091458333333, 0
0.897372083333333, 1
0.897372125000000, 0
0.897372166666667, 1
0.897372208333333, 0
0.897834916666667, 1
0.897834958333333, 0
0.897835000000000, 1
0.897835041666667, 0
0.897835083333333, 1
0.897835166666667, 0
0.897836583333333, 1
0.897836625000000, 0
0.897836916666667, 1
0.897836958333333, 0
0.897837000000000, 1
0.897837041666667, 0
0.897837291666667, 1
0.897837333333333, 0
0.897837375000000, 1
0.897837416666667, 0
0.897837500000000, 1
0.897837958333333, 0
0.897842583333333, 1
0.897842625000000, 0
0.897843500000000, 1
0.897843541666667, 0
0.897843583333333, 1
0.897843708333333, 0
0.897844041666667, 1
0.897844083333333, 0
0.897844125000000, 1
0.897844166666667, 0
0.897844625000000, 1
0.897844666666667, 0
0.897844916666667, 1
0.897844958333333, 0
0.898008291666667, 1
0.898008333333333, 0
0.898176166666667, 1
0.898176208333333, 0
0.898176250000000, 1
0.898176291666667, 0
0.898176625000000, 1
0.898176666666667, 0
0.898313916666667, 1
0.898314291666667, 0
0.898315083333333, 1
0.898315250000000, 0
0.898315583333333, 1
0.898315666666667, 0
0.898316458333333, 1
0.898316500000000, 0
0.898316583333333, 1
0.898316625000000, 0
0.898316666666667, 1
0.898316708333333, 0
0.898317000000000, 1
0.898317083333333, 0
0.898317458333333, 1
0.898317500000000, 0
0.898317541666667, 1
0.898317583333333, 0
0.898317958333333, 1
0.898318083333333, 0
0.898666125000000, 1
0.898666166666667, 0
0.898667291666667, 1
0.898667333333333, 0
0.898738833333333, 1
0.898739250000000, 0
0.898739291666667, 1
0.906664333333333, 0
0.906664375000000, 1
0.907015166666667, 0
0.907015208333333, 1
0.907078791666667, 0
0.907078833333333, 1
0.907078875000000, 0
0.907078916666667, 1
0.907104416666667, 0
0.907104458333333, 1
0.907114958333333, 0
0.907115000000000, 1
0.907116291666667, 0
0.907116333333333, 1
0.907127125000000, 0
0.907127166666667, 1
0.907128208333333, 0
0.907128250000000, 1
0.907142958333333, 0
0.907143000000000, 1
0.907153375000000, 0
0.907153416666667, 1
0.907158708333333, 0
0.907158750000000, 1
0.907174958333333, 0
0.907175000000000, 1
0.907175041666667, 0
0.907175083333333, 1
0.907207041666667, 0
0.907207083333333, 1
0.907207250000000, 0
0.907207291666667, 1
0.907208875000000, 0
0.907208916666667, 1
0.907229416666667, 0
0.907229458333333, 1
0.907238791666667, 0
0.907238833333333, 1
0.907254916666667, 0
0.907254958333333, 1
0.907258583333333, 0
0.907258625000000, 1
0.907261291666667, 0
0.907261333333333, 1
0.907270000000000, 0
0.907270041666667, 1
0.907275791666667, 0
0.907275833333333, 1
0.907283750000000, 0
0.907283791666667, 1
0.907286416666667, 0
0.907286458333333, 1
0.907296958333333, 0
0.907297041666667, 1
0.907298333333333, 0
0.907298375000000, 1
0.907300916666667, 0
0.907300958333333, 1
0.907301000000000, 0
0.907301041666667, 1
0.907319458333333, 0
0.907319500000000, 1
0.907319750000000, 0
0.907319791666667, 1
0.907326083333333, 0
0.907326125000000, 1
0.907331791666667, 0
0.907331833333333, 1
0.907331875000000, 0
0.907331916666667, 1
0.907362500000000, 0
0.907362541666667, 1
0.907362708333333, 0
0.907362750000000, 1
0.907364458333333, 0
0.907364500000000, 1
0.907365750000000, 0
0.907365791666667, 1
0.907382291666667, 0
0.907382333333333, 1
0.907386541666667, 0
0.907386583333333, 1
0.907390791666667, 0
0.907390833333333, 1
0.907393375000000, 0
0.907393416666667, 1
0.907393583333333, 0
0.907393625000000, 1
0.907397000000000, 0
0.907397041666667, 1
0.907397083333333, 0
0.907397125000000, 1
0.907405916666667, 0
0.907405958333333, 1
0.907409041666667, 0
0.907409083333333, 1
0.907411208333333, 0
0.907411250000000, 1
0.907411750000000, 0
0.907411791666667, 1
0.907417791666667, 0
0.907417833333333, 1
0.907424416666667, 0
0.907424458333333, 1
0.907424541666667, 0
0.907424583333333, 1
0.907424625000000, 0
0.907424666666667, 1
0.907424708333333, 0
